blr_id,blr_name,blr_category_name,blr_coverage
EDU002285BIH01,Mount Zion School,Education Fees,IND-BIH-Purnia
EDU002286BIH01,N N International School,Education Fees,IND-BIH-Bhagalpur
EDU002287BIH01,N.S. Memorial Loyala Convent,Education Fees,IND-BIH-Arwal
EDU002288BIH01,Nalanda Heritage School,Education Fees,IND-BIH-Nalanda
EDU002289BIH01,"Nalanda Public School,",Education Fees,IND-BIH-Nawada
EDU002290BIH01,Nalanda Vidya Mandir,Education Fees,IND-BIH-Nalanda
EDU002291BIH01,Nath Public School,Education Fees,IND-BIH-Jamui
EDU002292BIH01,National Herald Public School,Education Fees,IND-BIH-Gaya
EDU002293BIH01,National Public School,Education Fees,IND-BIH-Arwal
EDU002294BIH01,Navyug Vidyalaya,Education Fees,IND-BIH-Bhagalpur
EDU002295BIH01,Nazareth Academy,Education Fees,IND-BIH-Gaya
EDU002296BIH01,New Era High School,Education Fees,IND-BIH-Patna
EDU002297BIH01,New Era Public School,Education Fees,IND-BIH-Lakhisarai
EDU002298BIH01,New Era Public School,Education Fees,IND-BIH-Patna
EDU002299BIH01,New Gyan Bharti International School,Education Fees,IND-BIH-Nawada
EDU002300BIH01,New Holy Ganges Public School,Education Fees,IND-BIH-Begusarai
EDU002301BIH01,New Horizon Public School,Education Fees,IND-BIH-Darbhanga
EDU002302BIH01,New Horizon School,Education Fees,IND-BIH-Bhagalpur
EDU002303BIH01,New Look Central School,Education Fees,IND-BIH-Patna
EDU002304BIH01,New Modern Public School,Education Fees,IND-BIH-Madhepura
EDU002305BIH01,New Patliputra Central School,Education Fees,IND-BIH-Patna
EDU002306BIH01,New Samastipur Public School,Education Fees,IND-BIH-Samastipur
EDU002307BIH01,Nezamia Public School,Education Fees,IND-BIH-Patna
EDU002308BIH01,Nikhil Shyama D A V Public School,Education Fees,IND-BIH-Sitamarhi
EDU002309BIH01,North Point Children'S School,Education Fees,IND-BIH-Muzaffarpur
EDU002310BIH01,Notre Dame Academy,Education Fees,IND-BIH-Lakhisarai
EDU002311BIH01,Notre Dame Academy,Education Fees,IND-BIH-Munger
EDU002312BIH01,Notre Dame Academy,Education Fees,IND-BIH-Patna
EDU002313BIH01,Notre Dame Academy,Education Fees,IND-BIH-Patna
EDU002314BIH01,Notre Dame Public School,Education Fees,IND-BIH-West Champaran
EDU002315BIH01,Novel Creative Academy,Education Fees,IND-BIH-Vaishali
EDU002316BIH01,Oasis International Academy,Education Fees,IND-BIH-Gopalganj
EDU002317BIH01,Oasis Residential Public School,Education Fees,IND-BIH-Vaishali
EDU002318BIH01,Omega Mission School,Education Fees,IND-BIH-Patna
EDU002319BIH01,"Open Minds - A Birla School, Kankarbagh",Education Fees,IND-BIH-Patna
EDU002320BIH01,Open Minds- A Birla School,Education Fees,IND-BIH-Patna
EDU002321BIH01,Oriental Public School,Education Fees,IND-BIH-Araria
EDU002322BIH01,Orion Public School,Education Fees,IND-BIH-Muzaffarpur
EDU002323BIH01,Oxbridge International School,Education Fees,IND-BIH-Gaya
EDU002324BIH01,Oxfd Public School,Education Fees,IND-BIH-Muzaffarpur
EDU002325BIH01,Oxford Public School,Education Fees,IND-BIH-Jamui
EDU002326BIH01,Oxford Senior Secondary School,Education Fees,IND-BIH-Muzaffarpur
EDU002327BIH01,P C High School,Education Fees,IND-BIH-Samastipur
EDU002328BIH01,P.L.Shiksha Niketan,Education Fees,IND-BIH-Khagaria
EDU002329BIH01,P.P.M. School,Education Fees,IND-BIH-Jehanabad
EDU002330BIH01,Pantocrator Academy,Education Fees,IND-BIH-Muzaffarpur
EDU002331BIH01,Paradise Children Academy,Education Fees,IND-BIH-Kaimur (Bhabua)
EDU002332BIH01,Param Gyan Niketan,Education Fees,IND-BIH-Gaya
EDU002333BIH01,Paramount Academy,Education Fees,IND-BIH-Banka
EDU002334BIH01,Paramount Academy,Education Fees,IND-BIH-Sitamarhi
EDU002335BIH01,Park Mount Public School,Education Fees,IND-BIH-Patna
EDU002336BIH01,Patliputra Central School,Education Fees,IND-BIH-Khagaria
EDU002337BIH01,Patliputra Central School,Education Fees,IND-BIH-Patna
EDU002338BIH01,Patliputra Vidyapeeth,Education Fees,IND-BIH-Patna
EDU002339BIH01,Patmer  School,Education Fees,IND-BIH-Patna
EDU002340BIH01,Patna City Central School,Education Fees,IND-BIH-Patna
EDU002341BIH01,Patna Convent,Education Fees,IND-BIH-Patna
EDU002342BIH01,Patna Doon Public School,Education Fees,IND-BIH-Patna
EDU002343BIH01,Patna St. Michael'S School,Education Fees,IND-BIH-Patna
EDU002344BIH01,Podar International School,Education Fees,IND-BIH-Arwal
EDU002345BIH01,Pole Star,Education Fees,IND-BIH-Madhubani
EDU002346BIH01,Prabhat Tara English School,Education Fees,IND-BIH-Begusarai
EDU002347BIH01,Prabhat Tara School,Education Fees,IND-BIH-Muzaffarpur
EDU002348BIH01,Pragya Bharti,Education Fees,IND-BIH-Jehanabad
EDU002349BIH01,Pragya Bharti Public School,Education Fees,IND-BIH-Arwal
EDU002350BIH01,Pragya Niketan Public School,Education Fees,IND-BIH-Rohtas
EDU002351BIH01,Pragya Punj Public School,Education Fees,IND-BIH-Bhojpur
EDU002352BIH01,Prakash Punj Public School,Education Fees,IND-BIH-Jehanabad
EDU002353BIH01,Prakritik School,Education Fees,IND-BIH-Patna
EDU002354BIH01,Prarambhika,Education Fees,IND-BIH-Patna
EDU002355BIH01,Pratibha Pallavan Public School,Education Fees,IND-BIH-Jehanabad
EDU002356BIH01,Pratibha Punj Public School,Education Fees,IND-BIH-Jehanabad
EDU002357BIH01,Premalok Mission School,Education Fees,IND-BIH-Patna
EDU002358BIH01,Premier Academy,Education Fees,IND-BIH-Muzaffarpur
EDU002359BIH01,Prerna Punj Public School,Education Fees,IND-BIH-Nalanda
EDU002360BIH01,Presidency Global School,Education Fees,IND-BIH-Patna
EDU002361BIH01,Presidency School,Education Fees,IND-BIH-Patna
EDU002362BIH01,Primus Public School,Education Fees,IND-BIH-Muzaffarpur
EDU002363BIH01,Pristine Children High School,Education Fees,IND-BIH-Muzaffarpur
EDU002364BIH01,Progressive Central School,Education Fees,IND-BIH-Darbhanga
EDU002365BIH01,Public Central School,Education Fees,IND-BIH-Samastipur
EDU002366BIH01,Public School,Education Fees,IND-BIH-Darbhanga
EDU002367BIH01,Pujya Tapaswi Sri Jagjiwan Jee Maharaj Saraswati Vidya Mandir,Education Fees,IND-BIH-Gaya
EDU002368BIH01,Pusa Central School,Education Fees,IND-BIH-Darbhanga
EDU002369BIH01,R B S Residential Public School,Education Fees,IND-BIH-Vaishali
EDU002370BIH01,R J S International School,Education Fees,IND-BIH-Gaya
EDU002371BIH01,R N P Public School,Education Fees,IND-BIH-Saran
EDU002372BIH01,R P S Public School,Education Fees,IND-BIH-Patna
EDU002373BIH01,R P S Residential School,Education Fees,IND-BIH-Patna
EDU002374BIH01,R P S School,Education Fees,IND-BIH-Nalanda
EDU002375BIH01,R.B.T. Vidyalaya,Education Fees,IND-BIH-Siwan
EDU002376BIH01,R.D. Public School,Education Fees,IND-BIH-Gaya
EDU002377BIH01,R.D. Public School,Education Fees,IND-BIH-Vaishali
EDU002378BIH01,R.G.N. Public School,Education Fees,IND-BIH-Gaya
EDU002379BIH01,R.N.S. Delhi Public School,Education Fees,IND-BIH-Bhojpur
EDU002380BIH01,R.O.S Public School,Education Fees,IND-BIH-Sitamarhi
EDU002381BIH01,"R.P.S. Girls Public School, Saguna More, Khagaul Road, Danapur, Patna",Education Fees,IND-BIH-Patna
EDU002382BIH01,Radhakrishna Saraswati Vidya Mandir,Education Fees,IND-BIH-Araria
EDU002383BIH01,Radiant International School,Education Fees,IND-BIH-Patna
EDU002384BIH01,Rajanikant Public School,Education Fees,IND-BIH-Madhepura
EDU002385BIH01,Rajhans Public School,Education Fees,IND-BIH-East Champaran
EDU002386BIH01,Rajhans Public School,Education Fees,IND-BIH-West Champaran
EDU002387BIH01,Rajkeshwar Singh Chunmun Saraswati Vidya Mandir,Education Fees,IND-BIH-Bhojpur
EDU002388BIH01,Ram Prasad Singh Academy,Education Fees,IND-BIH-Kaimur (Bhabua)
EDU002389BIH01,"Ramakrishna Mission Vidyamandir, Katihar",Education Fees,IND-BIH-Katihar
EDU002390BIH01,Ramakrishna Vidyamandir High School,Education Fees,IND-BIH-Banka
EDU002391BIH01,Ramji Prasad Sahu Public School,Education Fees,IND-BIH-Muzaffarpur
EDU002392BIH01,Ramkrishna Childrens Academy,Education Fees,IND-BIH-Begusarai
EDU002393BIH01,Rashtriya Sarvajanik Mela Public School,Education Fees,IND-BIH-Madhepura
EDU002394BIH01,Raza International Girls School,Education Fees,IND-BIH-Patna
EDU002395BIH01,Red Carpet High School,Education Fees,IND-BIH-Patna
EDU002396BIH01,Regional Secondary School,Education Fees,IND-BIH-Madhubani
EDU002397BIH01,Residential Sun-Beam Public School,Education Fees,IND-BIH-Rohtas
EDU002398BIH01,Resonance International School,Education Fees,IND-BIH-Muzaffarpur
EDU002399BIH01,Riddhi Siddhi Central School,Education Fees,IND-BIH-Saran
EDU002400BIH01,River Valley School,Education Fees,IND-BIH-Begusarai
EDU002401BIH01,Rose Bud Academy,Education Fees,IND-BIH-Begusarai
EDU002402BIH01,Rose Bud School,Education Fees,IND-BIH-Patna
EDU002403BIH01,Rose Public School,Education Fees,IND-BIH-Darbhanga
EDU002404BIH01,"Rosemary Land School,Mohanpur",Education Fees,IND-BIH-Nalanda
EDU002405BIH01,Rps School,Education Fees,IND-BIH-Nalanda
EDU002406BIH01,S K M Public School,Education Fees,IND-BIH-Banka
EDU002407BIH01,S R Dav Public School,Education Fees,IND-BIH-Katihar
EDU002408BIH01,S R T School,Education Fees,IND-BIH-Muzaffarpur
EDU002409BIH01,S S Gyan Bharti,Education Fees,IND-BIH-Darbhanga
EDU002410BIH01,S T Raza International School,Education Fees,IND-BIH-Patna
EDU002411BIH01,S. S. International Public School,Education Fees,IND-BIH-Darbhanga
EDU002412BIH01,S. V. M. Residential Public School,Education Fees,IND-BIH-Patna
EDU002413BIH01,S.A International Public School,Education Fees,IND-BIH-Nalanda
EDU002414BIH01,S.B.P. Vidya Vihar,Education Fees,IND-BIH-Banka
EDU002415BIH01,S.B.P. Vidya Vihar,Education Fees,IND-BIH-Katihar
EDU002416BIH01,S.D. Public School,Education Fees,IND-BIH-Patna
EDU002417BIH01,S.K. Mother International School,Education Fees,IND-BIH-Muzaffarpur
EDU002418BIH01,S.K.P. Vidya Vihar,Education Fees,IND-BIH-Bhagalpur
EDU002419BIH01,S.N. Memorial International School,Education Fees,IND-BIH-Bhojpur
EDU002420BIH01,S.R. Public School,Education Fees,IND-BIH-Patna
EDU002421BIH01,S.R. Vidyapeeth,Education Fees,IND-BIH-Nalanda
EDU002422BIH01,S.T. Severins'' High School,Education Fees,IND-BIH-Patna
EDU002423BIH01,S.T.S.V. International School,Education Fees,IND-BIH-Bhojpur
EDU002424BIH01,Sabarmati Gyan Niketan,Education Fees,IND-BIH-Nalanda
EDU002425BIH01,Sacred Heart School,Education Fees,IND-BIH-Muzaffarpur
EDU002426BIH01,Sacred Heart School,Education Fees,IND-BIH-Sitamarhi
EDU002427BIH01,Sadar Alam Memial Secondary School,Education Fees,IND-BIH-Nalanda
EDU002428BIH01,Sadar Alam Memorial Secondary School,Education Fees,IND-BIH-Nalanda
EDU002429BIH01,Sadhana Devi Vidyapith,Education Fees,IND-BIH-Samastipur
EDU002430BIH01,Sadn Convent School,Education Fees,IND-BIH-Lakhisarai
EDU002431BIH01,Salfia School,Education Fees,IND-BIH-Darbhanga
EDU002432BIH01,Sanghmitra Public School,Education Fees,IND-BIH-Siwan
EDU002433BIH01,Sanskar Bharti Global School,Education Fees,IND-BIH-Madhubani
EDU002434BIH01,Sanskar Public School,Education Fees,IND-BIH-Lakhisarai
EDU002435BIH01,Sanskar Vidya,Education Fees,IND-BIH-Arwal
EDU002436BIH01,Sanskriti Public School,Education Fees,IND-BIH-East Champaran
EDU002437BIH01,Sant Pathik Vidyalaya,Education Fees,IND-BIH-Bhagalpur
EDU002438BIH01,Saraswati Shishu Mandir,Education Fees,IND-BIH-Aurangabad
EDU002439BIH01,Saraswati Shishu Mandir,Education Fees,IND-BIH-Begusarai
EDU002440BIH01,Saraswati Vidya Mandir,Education Fees,IND-BIH-West Champaran
EDU002441BIH01,Saraswati Vidya Mandir,Education Fees,IND-BIH-Araria
EDU002442BIH01,Saraswati Vidya Mandir,Education Fees,IND-BIH-Lakhisarai
EDU002443BIH01,Saraswati Vidya Mandir,Education Fees,IND-BIH-Nalanda
EDU002444BIH01,Saraswati Vidya Mandir,Education Fees,IND-BIH-Purnia
EDU002445BIH01,Saraswati Vidya Mandir,Education Fees,IND-BIH-Rohtas
EDU002446BIH01,Saraswati Vidya Mandir Bihariganj,Education Fees,IND-BIH-Madhepura
EDU002447BIH01,"Saraswati Vidya Mandir, Jamalpur (Bihar)",Education Fees,IND-BIH-Munger
EDU002448BIH01,"Saraswati Vidya Mandir, Maharajganj",Education Fees,IND-BIH-Gopalganj
EDU002449BIH01,"Saraswati Vidya Mandir, Sitamarhi",Education Fees,IND-BIH-Sitamarhi
EDU002450BIH01,"Saraswati Vidya Mandir,Buxar",Education Fees,IND-BIH-Buxar
EDU002451BIH01,Sardonyx School,Education Fees,IND-BIH-Banka
EDU002452BIH01,Sarla Brahma Bal Vidya Mandir,Education Fees,IND-BIH-East Champaran
EDU002453BIH01,Sarswati Vidya Mandir,Education Fees,IND-BIH-Darbhanga
EDU002454BIH01,Satyam International,Education Fees,IND-BIH-Patna
EDU002455BIH01,Satyam International School,Education Fees,IND-BIH-Patna
EDU002456BIH01,Scholars Abode School,Education Fees,IND-BIH-Patna
EDU002457BIH01,Scholars India Senior Secondary School,Education Fees,IND-BIH-Muzaffarpur
EDU002458BIH01,School Of Creative Learning,Education Fees,IND-BIH-Patna
EDU002459BIH01,School Of Science & Technology,Education Fees,IND-BIH-Nalanda
EDU002460BIH01,Scottish Central School,Education Fees,IND-BIH-Rohtas
EDU002461BIH01,Scottish Public School,Education Fees,IND-BIH-Araria
EDU002462BIH01,Scottish Public School,Education Fees,IND-BIH-Katihar
EDU002463BIH01,"Scs Dav Public School, Haveli Kharagpur",Education Fees,IND-BIH-Jamui
EDU002464BIH01,Secondary Delhi Public School,Education Fees,IND-BIH-Gaya
EDU002465BIH01,Senior Secondary Delhi Public School,Education Fees,IND-BIH-Kaimur (Bhabua)
EDU002466BIH01,Senior Secondary Delhi Public School,Education Fees,IND-BIH-Muzaffarpur
EDU002467BIH01,Senior Secondary Delhi Public School,Education Fees,IND-BIH-Sheohar
EDU002468BIH01,"Senior Secondary Delhi Public School, Saharsa",Education Fees,IND-BIH-Madhepura
EDU002469BIH01,Sephali International School,Education Fees,IND-BIH-Patna
EDU002470BIH01,Shakti Shanti Academy,Education Fees,IND-BIH-Saran
EDU002471BIH01,Shanti Asiatic School,Education Fees,IND-BIH-Vaishali
EDU002472BIH01,Shanti Mission Academy,Education Fees,IND-BIH-Saharsa
EDU002473BIH01,Shanti Niketan Academy,Education Fees,IND-BIH-Arwal
EDU002474BIH01,Shanti Niketan Awasiya Bal Vidyalaya,Education Fees,IND-BIH-Muzaffarpur
EDU002475BIH01,Shanti Niketan Jublliee School,Education Fees,IND-BIH-East Champaran
EDU002476BIH01,Shanti Niketan Shikshan Sansthan,Education Fees,IND-BIH-Madhepura
EDU002477BIH01,Shanti Niketan Sr Secondary School,Education Fees,IND-BIH-Muzaffarpur
EDU002478BIH01,Shanti Smiriti Sambhawana Awasiva Uchh Vidyalaya,Education Fees,IND-BIH-Bhojpur
EDU002479BIH01,Shantikunj Public School,Education Fees,IND-BIH-Jehanabad
EDU002480BIH01,Sharada Shikshan Sansthan,Education Fees,IND-BIH-Darbhanga
EDU002481BIH01,Sharons Public School,Education Fees,IND-BIH-Patna
EDU002482BIH01,Sharshwati Shishu Vidya Mandir Chapra,Education Fees,IND-BIH-Saran
EDU002483BIH01,Shatabdi Public School,Education Fees,IND-BIH-Gaya
EDU002484BIH01,"Shemford Futuristic School, Patna",Education Fees,IND-BIH-Patna
EDU002485BIH01,Shiksha Niketan,Education Fees,IND-BIH-Vaishali
EDU002486BIH01,Shivam International School,Education Fees,IND-BIH-Nalanda
EDU002487BIH01,Shivam Residential Public School,Education Fees,IND-BIH-Nalanda
EDU002488BIH01,Shivam Vidya Mandir,Education Fees,IND-BIH-Patna
EDU002489BIH01,Shoshit Samadhan Kendra,Education Fees,IND-BIH-Patna
EDU002490BIH01,Shree Bharti Academy,Education Fees,IND-BIH-Gopalganj
EDU002491BIH01,Shree Khublal Pramila Vidya Vihar,Education Fees,IND-BIH-Banka
EDU002492BIH01,Shree Sai International,Education Fees,IND-BIH-Kaimur (Bhabua)
EDU002493BIH01,Shri Lakshmi Narayan Saraswati Vidya Mandir,Education Fees,IND-BIH-Vaishali
EDU002494BIH01,Shri Ram Centennial School,Education Fees,IND-BIH-Patna
EDU002495BIH01,Shri Rani Saraswati Vidya Mandir,Education Fees,IND-BIH-Araria
EDU002496BIH01,Shukdeo Singh Senior Secondary School,Education Fees,IND-BIH-Saran
EDU002497BIH01,Shyamlal D A V Public School,Education Fees,IND-BIH-Khagaria
EDU002498BIH01,Sinha Model High School,Education Fees,IND-BIH-Patna
EDU002499BIH01,Sita Ram Dav Public School,Education Fees,IND-BIH-Sitamarhi
EDU002500BIH01,Sita Sharan Memorial School,Education Fees,IND-BIH-Nalanda
EDU002501BIH01,Sitamarhi Central School,Education Fees,IND-BIH-Sitamarhi
EDU002502BIH01,Smart Move Academy,Education Fees,IND-BIH-Gopalganj
EDU002503BIH01,South Point Public School,Education Fees,IND-BIH-Patna
EDU002504BIH01,Ss Public School,Education Fees,IND-BIH-Gopalganj
EDU002505BIH01,St Anne'S High School,Education Fees,IND-BIH-Patna
EDU002506BIH01,St Joseph'S School,Education Fees,IND-BIH-Nawada
EDU002507BIH01,St Marys Academy,Education Fees,IND-BIH-Patna
EDU002508BIH01,St Mary'S School,Education Fees,IND-BIH-Jehanabad
EDU002509BIH01,St Michaels School Lalganj,Education Fees,IND-BIH-Vaishali
EDU002510BIH01,St Paul Sr Secondary School,Education Fees,IND-BIH-Samastipur
EDU002511BIH01,St Paul'S School,Education Fees,IND-BIH-Rohtas
EDU002512BIH01,St. Albert'S High School,Education Fees,IND-BIH-Patna
EDU002513BIH01,St. Dominic Savio'S High School,Education Fees,IND-BIH-Patna
EDU002514BIH01,St. Ignatius Schools,Education Fees,IND-BIH-Aurangabad
EDU002515BIH01,St. John Secondary School,Education Fees,IND-BIH-Buxar
EDU002516BIH01,St. Johns Academy,Education Fees,IND-BIH-Patna
EDU002517BIH01,St. Johns Academy,Education Fees,IND-BIH-Vaishali
EDU002518BIH01,St. John'S Academy,Education Fees,IND-BIH-Vaishali
EDU002519BIH01,St. John'S Academy,Education Fees,IND-BIH-Vaishali
EDU002520BIH01,St. John'S High School,Education Fees,IND-BIH-Patna
EDU002521BIH01,St. Johns Residential Public School,Education Fees,IND-BIH-Patna
EDU002522BIH01,St. Joseph Academy,Education Fees,IND-BIH-Nalanda
EDU002523BIH01,St. Joseph Public School,Education Fees,IND-BIH-Begusarai
EDU002524BIH01,St. Joseph Public School,Education Fees,IND-BIH-Samastipur
EDU002525BIH01,St. Joseph'S Academy,Education Fees,IND-BIH-Saran
EDU002526BIH01,St. Joseph'S Convent High School,Education Fees,IND-BIH-Patna
EDU002527BIH01,St. Joseph'S Convent High School,Education Fees,IND-BIH-Patna
EDU002528BIH01,St. Joseph'S High School,Education Fees,IND-BIH-Patna
EDU002529BIH01,"St. Josephs High School,",Education Fees,IND-BIH-Patna
EDU002530BIH01,St. Josephs School,Education Fees,IND-BIH-West Champaran
EDU002531BIH01,St. Joseph'S School,Education Fees,IND-BIH-Banka
EDU002532BIH01,St. Joseph'S School,Education Fees,IND-BIH-Bhagalpur
EDU002533BIH01,St. Joseph'S School,Education Fees,IND-BIH-Bhagalpur
EDU002534BIH01,St. Joseph'S School,Education Fees,IND-BIH-Bhagalpur
EDU002535BIH01,St. Joseph'S School,Education Fees,IND-BIH-Jamui
EDU002536BIH01,St. Joseph'S School,Education Fees,IND-BIH-Banka
EDU002537BIH01,St. Josephs Seni Secondary School,Education Fees,IND-BIH-Muzaffarpur
EDU002538BIH01,St. Karen'S High School,Education Fees,IND-BIH-Nalanda
EDU002539BIH01,St. Karen'S Secondary School,Education Fees,IND-BIH-Patna
EDU002540BIH01,St. Lawrence Academy,Education Fees,IND-BIH-Patna
EDU002541BIH01,St. M.G. Public School,Education Fees,IND-BIH-Patna
EDU002542BIH01,St. Marys English School,Education Fees,IND-BIH-Lakhisarai
EDU002543BIH01,St. Michael Public School,Education Fees,IND-BIH-Vaishali
EDU002544BIH01,St. Michael'S High School,Education Fees,IND-BIH-Patna
EDU002545BIH01,St. Michal'S Academy English Medium,Education Fees,IND-BIH-West Champaran
EDU002546BIH01,St. Paul Sec School,Education Fees,IND-BIH-Samastipur
EDU002547BIH01,St. Paul Sr. Secondary School,Education Fees,IND-BIH-Begusarai
EDU002548BIH01,St. Paul'S Academy,Education Fees,IND-BIH-Patna
EDU002549BIH01,St. Paul'S English School,Education Fees,IND-BIH-Nalanda
EDU002550BIH01,St. Paul'S High School,Education Fees,IND-BIH-Patna
EDU002551BIH01,St. Paul'S High School,Education Fees,IND-BIH-Vaishali
EDU002552BIH01,St. Paul'S School,Education Fees,IND-BIH-Begusarai
EDU002553BIH01,St. Paul'S School,Education Fees,IND-BIH-Banka
EDU002554BIH01,St. Peters School(English Medium),Education Fees,IND-BIH-Purnia
EDU002555BIH01,St. Teresa'S School,Education Fees,IND-BIH-Bhagalpur
EDU002556BIH01,St. Xaviers English High School,Education Fees,IND-BIH-Madhubani
EDU002557BIH01,St. Xaviers English Medium School Kishanganj,Education Fees,IND-BIH-Araria
EDU002558BIH01,St. Xaviers High School,Education Fees,IND-BIH-East Champaran
EDU002559BIH01,St. Xaviers High School,Education Fees,IND-BIH-Vaishali
EDU002560BIH01,St. Xaviers High School,Education Fees,IND-BIH-Muzaffarpur
EDU002561BIH01,St. Xavier'S High School,Education Fees,IND-BIH-Patna
EDU002562BIH01,St. Xavier'S Hr Sec School,Education Fees,IND-BIH-West Champaran
EDU002563BIH01,St. Xaviers Junior Senior School,Education Fees,IND-BIH-Muzaffarpur
EDU002564BIH01,St. Xavier'S School,Education Fees,IND-BIH-Madhepura
EDU002565BIH01,St.Johns Public School,Education Fees,IND-BIH-Gaya
EDU002566BIH01,St.Joseph Academy,Education Fees,IND-BIH-Begusarai
EDU002567BIH01,St.Judes Vidyalaya,Education Fees,IND-BIH-Begusarai
EDU002568BIH01,St.Paul Public School,Education Fees,IND-BIH-Begusarai
EDU002569BIH01,St.Savier'S Public School,Education Fees,IND-BIH-Samastipur
EDU002570BIH01,St.Stephens School,Education Fees,IND-BIH-Samastipur
EDU002571BIH01,"Star Global Public School, Araria",Education Fees,IND-BIH-Araria
EDU002572BIH01,Star International School,Education Fees,IND-BIH-Darbhanga
EDU002573BIH01,Stepping Stones High School,Education Fees,IND-BIH-Aurangabad
EDU002574BIH01,Subhash Chandra Bose Universal School,Education Fees,IND-BIH-Madhepura
EDU002575BIH01,Subhash International School,Education Fees,IND-BIH-Gaya
EDU002576BIH01,Sun High School,Education Fees,IND-BIH-Patna
EDU002577BIH01,Sun Shine Residential Public School,Education Fees,IND-BIH-Nalanda
EDU002578BIH01,Sundri Devi Saraswati Vidya Mandir,Education Fees,IND-BIH-Begusarai
EDU002579BIH01,Sunflower School,Education Fees,IND-BIH-Begusarai
EDU002580BIH01,Sunshine Prepratory High  School,Education Fees,IND-BIH-Muzaffarpur
EDU002582BIH01,Surajdeo Memorial School,Education Fees,IND-BIH-Vaishali
EDU002583BIH01,Sushant Public School,Education Fees,IND-BIH-Muzaffarpur
EDU002584BIH01,Sushila Educational Institute,Education Fees,IND-BIH-Madhubani
EDU002585BIH01,Swami Vivekanand Public School,Education Fees,IND-BIH-Banka
EDU002586BIH01,Takshila School,Education Fees,IND-BIH-Begusarai
EDU002587BIH01,Takshila School,Education Fees,IND-BIH-Gaya
EDU002588BIH01,Takshila School - Muzaffarpur,Education Fees,IND-BIH-Muzaffarpur
EDU002589BIH01,Techno Mission International School,Education Fees,IND-BIH-Bhagalpur
EDU002590BIH01,Teghra Dps Vidyalaya,Education Fees,IND-BIH-Begusarai
EDU002591BIH01,Teresa International Academy,Education Fees,IND-BIH-Jehanabad
EDU002592BIH01,The Bishop'S Heritage School  ,Education Fees,IND-BIH-Patna
EDU002593BIH01,The Chandrasheel School,Education Fees,IND-BIH-East Champaran
EDU002594BIH01,The Diksha School,Education Fees,IND-BIH-Nawada
EDU002595BIH01,The Divine Public School,Education Fees,IND-BIH-Rohtas
EDU002596BIH01,The Duncan Academy,Education Fees,IND-BIH-East Champaran
EDU002597BIH01,The Earth Public School,Education Fees,IND-BIH-Patna
EDU002598BIH01,The Jaintpur Public School,Education Fees,IND-BIH-Muzaffarpur
EDU002599BIH01,The Kirk View School,Education Fees,IND-BIH-Gaya
EDU002600BIH01,The Radiant School,Education Fees,IND-BIH-Bhojpur
EDU002601BIH01,The Tribhuvan School,Education Fees,IND-BIH-Patna
EDU002602BIH01,Tirthankar Mahaveer Vidya Mandir,Education Fees,IND-BIH-Nalanda
EDU002603BIH01,Transcendence International School,Education Fees,IND-BIH-East Champaran
EDU002604BIH01,Trident Public School,Education Fees,IND-BIH-Muzaffarpur
EDU002605BIH01,Trinity Global School,Education Fees,IND-BIH-Patna
EDU002606BIH01,Udaan International School,Education Fees,IND-BIH-Begusarai
EDU002607BIH01,Uma Shankar Champa Devi Dav Public School,Education Fees,IND-BIH-Gopalganj
EDU002608BIH01,Usha Martin Wld School,Education Fees,IND-BIH-Patna
EDU002609BIH01,Vaishali Central Public School,Education Fees,IND-BIH-Vaishali
EDU002610BIH01,Vatayan,Education Fees,IND-BIH-Siwan
EDU002611BIH01,Veen Vidya Niketan,Education Fees,IND-BIH-Patna
EDU002612BIH01,Vidya Bharati,Education Fees,IND-BIH-Sitamarhi
EDU002613BIH01,Vidya Jyoti School,Education Fees,IND-BIH-Nalanda
EDU002614BIH01,Vidya Niketan,Education Fees,IND-BIH-Patna
EDU002615BIH01,Vidya Niketan,Education Fees,IND-BIH-Samastipur
EDU002616BIH01,Vidya Niketan Girl High School,Education Fees,IND-BIH-Patna
EDU002617BIH01,Vidya Sanskar School,Education Fees,IND-BIH-Patna
EDU002618BIH01,Vidya Vatika Public School,Education Fees,IND-BIH-Darbhanga
EDU002619BIH01,Vidya Vihar Residential School,Education Fees,IND-BIH-Purnia
EDU002620BIH01,Vidyapati Public School,Education Fees,IND-BIH-East Champaran
EDU002621BIH01,Vigyananand Kendriya Vidyalaya,Education Fees,IND-BIH-Siwan
EDU002622BIH01,Vikas International Public School,Education Fees,IND-BIH-Nalanda
EDU002623BIH01,Vikas Vidyalaya,Education Fees,IND-BIH-Begusarai
EDU002624BIH01,Virtuous International K-12 School,Education Fees,IND-BIH-Vaishali
EDU002625BIH01,Vishashvi Public School,Education Fees,IND-BIH-Patna
EDU002626BIH01,Vivekanand Mission School,Education Fees,IND-BIH-Aurangabad
EDU002627BIH01,Vivekanand Mission Vidyapeeth,Education Fees,IND-BIH-Darbhanga
EDU002628BIH01,Vivekanand Public School,Education Fees,IND-BIH-Bhojpur
EDU002629BIH01,Vivekanand Public School,Education Fees,IND-BIH-Gaya
EDU002630BIH01,Vivekanand Vision Ideal Public School,Education Fees,IND-BIH-Aurangabad
EDU002631BIH01,"Vj International School,",Education Fees,IND-BIH-Bhagalpur
EDU002632BIH01,Woodbine Modern School,Education Fees,IND-BIH-Darbhanga
