blr_id,blr_name,blr_category_name,blr_coverage
EDU015288UTP01,D A V Public Sr Sec School,Education Fees,IND-UTP-Sonbhadra
EDU015289UTP01,D M Public School,Education Fees,IND-UTP-Meerut
EDU015290UTP01,D M T Public School,Education Fees,IND-UTP-Deoria
EDU015291UTP01,D P M Public School,Education Fees,IND-UTP-Meerut
EDU015292UTP01,D P Modern Public School,Education Fees,IND-UTP-Ghaziabad
EDU015293UTP01,D R M Public School,Education Fees,IND-UTP-Ambedkar Nagar
EDU015294UTP01,D R S S Modern Public School,Education Fees,IND-UTP-Hathras
EDU015295UTP01,D S Public School,Education Fees,IND-UTP-Meerut
EDU015296UTP01,D S Public School,Education Fees,IND-UTP-Meerut
EDU015297UTP01,D. S. Public School,Education Fees,IND-UTP-Firozabad
EDU015298UTP01,D.A.M. Public School,Education Fees,IND-UTP-Budaun
EDU015299UTP01,D.A.V. Academy,Education Fees,IND-UTP-Ambedkar Nagar
EDU015300UTP01,D.A.V. Public School,Education Fees,IND-UTP-Muzaffarnagar
EDU015301UTP01,D.A.V.Centenary Public School,Education Fees,IND-UTP-Meerut
EDU015302UTP01,"D.A.V.Public School, Robertsganj",Education Fees,IND-UTP-Sonbhadra
EDU015303UTP01,D.C. Lewis Memorial School,Education Fees,IND-UTP-Sonbhadra
EDU015304UTP01,D.C.Public School,Education Fees,IND-UTP-Hathras
EDU015305UTP01,D.D. Model School,Education Fees,IND-UTP-Jaunpur
EDU015306UTP01,D.K. Public School,Education Fees,IND-UTP-Etah
EDU015307UTP01,D.K.S.M. Hr. Sec. School,Education Fees,IND-UTP-Aligarh
EDU015308UTP01,D.M.Public School,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015309UTP01,D.P Girls School,Education Fees,IND-UTP-Allahabad
EDU015310UTP01,D.P. Vidyapeeth,Education Fees,IND-UTP-Budaun
EDU015311UTP01,"D.R. International School, The Learning Academy",Education Fees,IND-UTP-Ghaziabad
EDU015312UTP01,D.S. Public School,Education Fees,IND-UTP-Muzaffarnagar
EDU015313UTP01,D.S.4 Junior High School,Education Fees,IND-UTP-Bijnor
EDU015314UTP01,Dabble College,Education Fees,IND-UTP-Lucknow
EDU015315UTP01,Dabble Public School,Education Fees,IND-UTP-Lucknow
EDU015316UTP01,Dadhichi Public School,Education Fees,IND-UTP-Meerut
EDU015317UTP01,Daffodils Public School,Education Fees,IND-UTP-Mirzapur
EDU015318UTP01,Dalimss Sunbeam School,Education Fees,IND-UTP-Ghazipur
EDU015319UTP01,Dalimss Sunbeam School,Education Fees,IND-UTP-Jaunpur
EDU015320UTP01,Darshan Academy,Education Fees,IND-UTP-Meerut
EDU015321UTP01,Das Universal Academy,Education Fees,IND-UTP-Ghaziabad
EDU015322UTP01,Dashmesh Public School,Education Fees,IND-UTP-Lucknow
EDU015323UTP01,"Dav Fertilizer Public School,",Education Fees,IND-UTP-Budaun
EDU015324UTP01,Dav Public School,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015325UTP01,Dav Public School,Education Fees,IND-UTP-Ghaziabad
EDU015326UTP01,Dav Public School,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015327UTP01,Dav Public School,Education Fees,IND-UTP-Saharanpur
EDU015328UTP01,Dav Public School,Education Fees,IND-UTP-Saharanpur
EDU015329UTP01,Dav Public School,Education Fees,IND-UTP-Sonbhadra
EDU015330UTP01,Dav Public School,Education Fees,IND-UTP-Chandauli
EDU015331UTP01,Dawn The Higher,Education Fees,IND-UTP-Allahabad
EDU015332UTP01,Dawn Vasco School,Education Fees,IND-UTP-Basti
EDU015333UTP01,Dawn Washco School,Education Fees,IND-UTP-Mau
EDU015334UTP01,Dayanand Bal Mandir,Education Fees,IND-UTP-Agra
EDU015335UTP01,Dayanand Dinanath Education Centre,Education Fees,IND-UTP-Kanpur Nagar
EDU015336UTP01,Dayanand Public School,Education Fees,IND-UTP-Etah
EDU015337UTP01,Dayanand Vidya Mandir,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015338UTP01,Dayawanti Punj Model School,Education Fees,IND-UTP-Sant Ravidas Nagar
EDU015339UTP01,Dayawati Dharmavira Public School,Education Fees,IND-UTP-Bijnor
EDU015340UTP01,Dayawati Modi Academy,Education Fees,IND-UTP-Meerut
EDU015341UTP01,Dayawati Modi Academy,Education Fees,IND-UTP-Moradabad
EDU015342UTP01,Dayawati Modi Academy,Education Fees,IND-UTP-Chandauli
EDU015343UTP01,Dayawati Modi International,Education Fees,IND-UTP-Meerut
EDU015344UTP01,Dayawati Modi Public  School,Education Fees,IND-UTP-Raebareli
EDU015345UTP01,Dayawati Modi Public School,Education Fees,IND-UTP-Ghaziabad
EDU015346UTP01,De Montfort Academy,Education Fees,IND-UTP-Meerut
EDU015347UTP01,De Paul School,Education Fees,IND-UTP-Budaun
EDU015348UTP01,De Paul School,Education Fees,IND-UTP-Moradabad
EDU015349UTP01,De Saint Public School,Education Fees,IND-UTP-Bulandshahr
EDU015350UTP01,Deep Memial Public School,Education Fees,IND-UTP-Ghaziabad
EDU015351UTP01,Dehradoon Public School,Education Fees,IND-UTP-Varanasi
EDU015352UTP01,Dehradun Public School - SANJAY NAGAR SECT 23,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015353UTP01,Dehradun Public School - I BLOCK GOVIND PURAM,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015354UTP01,Dehradun Public School,Education Fees,IND-UTP-Muzaffarnagar
EDU015355UTP01,Delhi City School,Education Fees,IND-UTP-Bulandshahr
EDU015356UTP01,Delhi Global School,Education Fees,IND-UTP-Meerut
EDU015357UTP01,Delhi Ideal Public Shcool,Education Fees,IND-UTP-Jyotiba Phule Nagar
EDU015358UTP01,Delhi Public Convent School,Education Fees,IND-UTP-Ballia
EDU015359UTP01,Delhi Public School,Education Fees,IND-UTP-Agra
EDU015360UTP01,Delhi Public School - TALANAGRI,Education Fees,IND-UTP-Aligarh
EDU015362UTP01,Delhi Public School,Education Fees,IND-UTP-Allahabad
EDU015363UTP01,Delhi Public School,Education Fees,IND-UTP-Bareilly
EDU015364UTP01,Delhi Public School,Education Fees,IND-UTP-Bulandshahr
EDU015365UTP01,Delhi Public School,Education Fees,IND-UTP-Etawah
EDU015366UTP01,Delhi Public School,Education Fees,IND-UTP-Firozabad
EDU015367UTP01,Delhi Public School,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015368UTP01,Delhi Public School,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015369UTP01,Delhi Public School,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015370UTP01,Delhi Public School,Education Fees,IND-UTP-Ghaziabad
EDU015371UTP01,Delhi Public School - VASUNDHARA GHAZIABAD,Education Fees,IND-UTP-Ghaziabad
EDU015372UTP01,Delhi Public School - OPP RAIL VIHAR INDIRAPURAM,Education Fees,IND-UTP-Ghaziabad
EDU015373UTP01,Delhi Public School,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015374UTP01,Delhi Public School,Education Fees,IND-UTP-Jhansi
EDU015375UTP01,Delhi Public School,Education Fees,IND-UTP-Kanpur Nagar
EDU015376UTP01,Delhi Public School,Education Fees,IND-UTP-Kanpur Nagar
EDU015377UTP01,Delhi Public School,Education Fees,IND-UTP-Lucknow
EDU015378UTP01,Delhi Public School,Education Fees,IND-UTP-Lucknow
EDU015379UTP01,Delhi Public School,Education Fees,IND-UTP-Lucknow
EDU015380UTP01,Delhi Public School,Education Fees,IND-UTP-Lucknow
EDU015381UTP01,Delhi Public School,Education Fees,IND-UTP-Hathras
EDU015382UTP01,Delhi Public School,Education Fees,IND-UTP-Mathura
EDU015383UTP01,Delhi Public School,Education Fees,IND-UTP-Meerut
EDU015384UTP01,Delhi Public School,Education Fees,IND-UTP-Moradabad
EDU015385UTP01,Delhi Public School,Education Fees,IND-UTP-Muzaffarnagar
EDU015386UTP01,Delhi Public School,Education Fees,IND-UTP-Chandauli
EDU015387UTP01,Delhi Public School,Education Fees,IND-UTP-Varanasi
EDU015388UTP01,Delhi Public School Amroha,Education Fees,IND-UTP-Jyotiba Phule Nagar
EDU015389UTP01,Delhi Public School Baghpat,Education Fees,IND-UTP-Baghpat
EDU015390UTP01,Delhi Public School Hathras,Education Fees,IND-UTP-Aligarh
EDU015391UTP01,Delhi Public School Hrit Campus,Education Fees,IND-UTP-Ghaziabad
EDU015392UTP01,Delhi Public School Khurja,Education Fees,IND-UTP-Bulandshahr
EDU015393UTP01,Delhi Public School R.N. Extn. Meerut Road Ghaziabad,Education Fees,IND-UTP-Ghaziabad
EDU015394UTP01,Delhi Public School Raj Nagar,Education Fees,IND-UTP-Ghaziabad
EDU015395UTP01,Delhi Public School Siddharth Vihar,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015396UTP01,Delhi Public School Sitapur,Education Fees,IND-UTP-Lucknow
EDU015397UTP01,"Delhi Public School,",Education Fees,IND-UTP-Lucknow
EDU015398UTP01,"Delhi Public School, Barra",Education Fees,IND-UTP-Kanpur Nagar
EDU015399UTP01,"Delhi Public School, Saharanpur",Education Fees,IND-UTP-Saharanpur
EDU015400UTP01,"Delhi Public School,B-1,Sector-132,Expressway,Gautam Buddh Nagar,Noida",Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015401UTP01,Delhi Scottish School,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015402UTP01,Deoria Senior Secondary School,Education Fees,IND-UTP-Deoria
EDU015403UTP01,De'Saint Public School,Education Fees,IND-UTP-Muzaffarnagar
EDU015404UTP01,Dev Krishna Public School,Education Fees,IND-UTP-Baghpat
EDU015405UTP01,Dev Memorial Public School,Education Fees,IND-UTP-Ghaziabad
EDU015406UTP01,Dev Narayan Public School,Education Fees,IND-UTP-Allahabad
EDU015407UTP01,Dev Public School,Education Fees,IND-UTP-Baghpat
EDU015408UTP01,Dev Rishi Vidya Peeth,Education Fees,IND-UTP-Muzaffarnagar
EDU015409UTP01,Devbhumi Public School,Education Fees,IND-UTP-Firozabad
EDU015410UTP01,Devprayag,Education Fees,IND-UTP-Allahabad
EDU015411UTP01,Devraji Premchand Public School,Education Fees,IND-UTP-Allahabad
EDU015412UTP01,Devsthaly Vidyapeeth,Education Fees,IND-UTP-Ballia
EDU015413UTP01,Dewa International School,Education Fees,IND-UTP-Raebareli
EDU015414UTP01,Dewan Public School,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015415UTP01,Dewan Public School,Education Fees,IND-UTP-Meerut
EDU015416UTP01,Dewan Public School International,Education Fees,IND-UTP-Meerut
EDU015417UTP01,Dgr Public School,Education Fees,IND-UTP-Ghaziabad
EDU015418UTP01,Dhananjay Public School,Education Fees,IND-UTP-Azamgarh
EDU015419UTP01,Dharam Samaj Bal Mandir,Education Fees,IND-UTP-Aligarh
EDU015420UTP01,Dharm Public School,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015421UTP01,Dhumari Public School,Education Fees,IND-UTP-Etah
EDU015422UTP01,Diamond Drill Pub School,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015423UTP01,Diamond Public Higher Secondary School,Education Fees,IND-UTP-Lucknow
EDU015424UTP01,Diamond Public School,Education Fees,IND-UTP-Bulandshahr
EDU015425UTP01,Diamond Public School,Education Fees,IND-UTP-Meerut
EDU015426UTP01,Diamond Public School,Education Fees,IND-UTP-Moradabad
EDU015427UTP01,Diamond Rose Public School,Education Fees,IND-UTP-Ghaziabad
EDU015428UTP01,Dinapur Public School,Education Fees,IND-UTP-Ghazipur
EDU015429UTP01,Dinesh Vidhyapeeth,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015430UTP01,Divine Educational Institute,Education Fees,IND-UTP-Kanpur Nagar
EDU015431UTP01,Divine International Academy,Education Fees,IND-UTP-Firozabad
EDU015432UTP01,Divine International School,Education Fees,IND-UTP-Moradabad
EDU015433UTP01,Divine Light Public Inter College,Education Fees,IND-UTP-Etawah
EDU015434UTP01,Divine Mercy School,Education Fees,IND-UTP-Jalaun
EDU015435UTP01,Divine Public School,Education Fees,IND-UTP-Ambedkar Nagar
EDU015436UTP01,Divine Public School - BICHHIA,Education Fees,IND-UTP-Gorakhpur
EDU015437UTP01,Divine Public School - GHOSHIPURWA,Education Fees,IND-UTP-Gorakhpur
EDU015438UTP01,Divine Public School,Education Fees,IND-UTP-Gorakhpur
EDU015439UTP01,Divine Public School,Education Fees,IND-UTP-Sultanpur
EDU015440UTP01,Divine Sainik School,Education Fees,IND-UTP-Chandauli
EDU015441UTP01,Divya International School,Education Fees,IND-UTP-Gorakhpur
EDU015442UTP01,Divya Jyoti  Public School,Education Fees,IND-UTP-Baghpat
EDU015443UTP01,Divya Public School,Education Fees,IND-UTP-Muzaffarnagar
EDU015444UTP01,Divyajyoti Public School,Education Fees,IND-UTP-Deoria
EDU015445UTP01,Diwakar Model School,Education Fees,IND-UTP-Ghaziabad
EDU015446UTP01,Diwan Singh Memorial Oxford Public Junior High School,Education Fees,IND-UTP-Bulandshahr
EDU015447UTP01,Dlf Public School,Education Fees,IND-UTP-Ghaziabad
EDU015448UTP01,Dlp Public School,Education Fees,IND-UTP-Aligarh
EDU015449UTP01,Dolphin Public School,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015450UTP01,Dolphin Public School,Education Fees,IND-UTP-Pratapgarh
EDU015451UTP01,Dominic Savio English Medium School,Education Fees,IND-UTP-Jalaun
EDU015452UTP01,Don & Donna Convent,Education Fees,IND-UTP-Shahjahanpur
EDU015453UTP01,Don & Donna Convent School,Education Fees,IND-UTP-Shahjahanpur
EDU015454UTP01,Don Bosco High School,Education Fees,IND-UTP-Sitapur
EDU015455UTP01,Don Bosco School,Education Fees,IND-UTP-Gorakhpur
EDU015456UTP01,Don Bosco School,Education Fees,IND-UTP-Jhansi
EDU015457UTP01,Doon Hills Academy,Education Fees,IND-UTP-Saharanpur
EDU015458UTP01,Doon International School,Education Fees,IND-UTP-Kanpur Nagar
EDU015459UTP01,Doon International School,Education Fees,IND-UTP-Kheri
EDU015460UTP01,Doon Public School,Education Fees,IND-UTP-Kheri
EDU015461UTP01,Doon Public School,Education Fees,IND-UTP-Muzaffarnagar
EDU015462UTP01,Dps World School,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015463UTP01,"Dps World School, Noida Extension, Plot No Hs-57, Knowledge Park-V, Greater Noida (West)",Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015464UTP01,"Dps World School, Pilkhuwa",Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015465UTP01,Dr Amrit Lal Isharat Memorial Sun,Education Fees,IND-UTP-Chandauli
EDU015466UTP01,Dr G L Kanojia Public School,Education Fees,IND-UTP-Shahjahanpur
EDU015467UTP01,Dr Jagdish Memorial Public School,Education Fees,IND-UTP-Bulandshahr
EDU015468UTP01,Dr K.N.Modi Global School,Education Fees,IND-UTP-Chitrakoot
EDU015469UTP01,Dr Rizvi Springfield School,Education Fees,IND-UTP-Kaushambi
EDU015471UTP01,Dr Virendra Swarup Education Centre,Education Fees,IND-UTP-Kanpur Nagar
EDU015472UTP01,Dr. A.K.Public School,Education Fees,IND-UTP-Ambedkar Nagar
EDU015473UTP01,Dr. Amrit Lal Ishrat Memial Sunbeam School,Education Fees,IND-UTP-Ambedkar Nagar
EDU015474UTP01,"Dr. Amrit Lal Ishrat Memorial Sunbeam School, Chaubeypur Varanasi",Education Fees,IND-UTP-Varanasi
EDU015475UTP01,Dr. Brij Kishori Dubey Memorial School,Education Fees,IND-UTP-Kanpur Nagar
EDU015476UTP01,Dr. I. D. Rastogi Academy,Education Fees,IND-UTP-Lucknow
EDU015477UTP01,Dr. Kiran Saujiya Sr. Sec. Edu. Academy,Education Fees,IND-UTP-Mainpuri
EDU015478UTP01,Dr. Lokman Das Public School,Education Fees,IND-UTP-Etah
EDU015479UTP01,Dr. M.P.S World School,Education Fees,IND-UTP-Agra
EDU015480UTP01,Dr. Maria Residential Academy,Education Fees,IND-UTP-Agra
EDU015481UTP01,Dr. Pr Wasson Public School,Education Fees,IND-UTP-Kanpur Nagar
EDU015482UTP01,Dr. R.M. Saha Global School,Education Fees,IND-UTP-Hathras
EDU015483UTP01,Dr. Rizvi Learners Academy,Education Fees,IND-UTP-Jaunpur
EDU015484UTP01,Dr. S. S. Convent School,Education Fees,IND-UTP-Jaunpur
EDU015485UTP01,Dr. Savita Memorial Global Academy,Education Fees,IND-UTP-Mirzapur
EDU015486UTP01,Dr. Sudama Prasad Vidyasthali,Education Fees,IND-UTP-Shahjahanpur
EDU015487UTP01,Dr. Virendra Swarup 21St Century School,Education Fees,IND-UTP-Kanpur Nagar
EDU015488UTP01,Dr. Virendra Swarup Education Centre,Education Fees,IND-UTP-Farrukhabad
EDU015489UTP01,Dr. Virendra Swarup Education Centre,Education Fees,IND-UTP-Kanpur Dehat
EDU015490UTP01,Dr. Virendra Swarup Memorial Public School,Education Fees,IND-UTP-Kanpur Dehat
EDU015491UTP01,Dr. Virendra Swarup Public School,Education Fees,IND-UTP-Kanpur Nagar
EDU015492UTP01,Dr. Virendra Swarup Public School,Education Fees,IND-UTP-Lucknow
EDU015493UTP01,Dr.Soney Lal Patel Public School,Education Fees,IND-UTP-Kanpur Nagar
EDU015494UTP01,Dream Valley Institute,Education Fees,IND-UTP-Bulandshahr
EDU015495UTP01,"Dron Public School,",Education Fees,IND-UTP-Baghpat
EDU015496UTP01,Dsb  International  School,Education Fees,IND-UTP-Firozabad
EDU015497UTP01,Dsm Lions Public School,Education Fees,IND-UTP-Barabanki
EDU015498UTP01,Dsr Modern School,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015499UTP01,Dsr Public School,Education Fees,IND-UTP-Bareilly
EDU015500UTP01,Dujana Public School,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015501UTP01,Dunni Devi Gayadeen Smarak Vidhyalaya,Education Fees,IND-UTP-Kheri
EDU015502UTP01,Durga Prasad Vidya Niketan,Education Fees,IND-UTP-Kanpur Nagar
EDU015503UTP01,Durga Public School,Education Fees,IND-UTP-Moradabad
EDU015504UTP01,Durga Public School,Education Fees,IND-UTP-Gorakhpur
EDU015505UTP01,Durgawati Hemraj Tah Saraswati Vidya Mandir,Education Fees,IND-UTP-Ghaziabad
EDU015506UTP01,Dwarika Public School,Education Fees,IND-UTP-Meerut
EDU015507UTP01,Dwivedi Paradise English High School,Education Fees,IND-UTP-Jaunpur
EDU015508UTP01,E- Shan Public School,Education Fees,IND-UTP-Azamgarh
EDU015509UTP01,East Delhi Public School,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015510UTP01,East West Pulic School,Education Fees,IND-UTP-Moradabad
EDU015511UTP01,Eastern Delhi Public School,Education Fees,IND-UTP-Bulandshahr
EDU015512UTP01,Eden Public School,Education Fees,IND-UTP-Jaunpur
EDU015513UTP01,Edify World School Firozabad,Education Fees,IND-UTP-Firozabad
EDU015514UTP01,Edmonton Public School,Education Fees,IND-UTP-Kheri
EDU015515UTP01,Einstein Public School,Education Fees,IND-UTP-Pratapgarh
EDU015516UTP01,Eklavya Public School,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015517UTP01,Elpis Global School,Education Fees,IND-UTP-Sitapur
EDU015518UTP01,Eminent English Medium School,Education Fees,IND-UTP-Jaunpur
EDU015519UTP01,Emma Thompson School,Education Fees,IND-UTP-Lucknow
EDU015520UTP01,Enfant India International School,Education Fees,IND-UTP-Ambedkar Nagar
EDU015521UTP01,Engineers Colony Sr. Sec. School,Education Fees,IND-UTP-Aligarh
EDU015522UTP01,Eram Public College,Education Fees,IND-UTP-Lucknow
EDU015523UTP01,Erny Memorial School,Education Fees,IND-UTP-Allahabad
EDU015524UTP01,Escorts World School,Education Fees,IND-UTP-Kanpur Nagar
EDU015525UTP01,Ess Ess Convent School,Education Fees,IND-UTP-Agra
EDU015526UTP01,Ethel Higginbottom School,Education Fees,IND-UTP-Allahabad
EDU015527UTP01,Everest Public School,Education Fees,IND-UTP-Ghaziabad
EDU015528UTP01,Ewing Christian Public School,Education Fees,IND-UTP-Allahabad
EDU015529UTP01,Excellia School,Education Fees,IND-UTP-Lucknow
EDU015530UTP01,Exon Montessori School,Education Fees,IND-UTP-Lucknow
EDU015531UTP01,Faizabad Public School,Education Fees,IND-UTP-Ambedkar Nagar
EDU015532UTP01,Farmkids Academy,Education Fees,IND-UTP-Meerut
EDU015533UTP01,Fatherson Public School,Education Fees,IND-UTP-Bijnor
EDU015534UTP01,Fatima Convent School,Education Fees,IND-UTP-Ghaziabad
EDU015535UTP01,Fatima Convent School,Education Fees,IND-UTP-Kanpur Nagar
EDU015536UTP01,Fatima Leyan Public School,Education Fees,IND-UTP-Bareilly
EDU015537UTP01,Fatima School,Education Fees,IND-UTP-Gonda
EDU015538UTP01,Fatima School,Education Fees,IND-UTP-Gonda
EDU015539UTP01,Fatima School,Education Fees,IND-UTP-Mau
EDU015540UTP01,"Fertilizer Public School,",Education Fees,IND-UTP-Shahjahanpur
EDU015541UTP01,Florence Dale Public School,Education Fees,IND-UTP-Muzaffarnagar
EDU015542UTP01,Florence Nightingale Public School,Education Fees,IND-UTP-Budaun
EDU015543UTP01,Florets International School,Education Fees,IND-UTP-Kanpur Nagar
EDU015544UTP01,Fr Agnel School,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015545UTP01,Fr. Agnel School,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015546UTP01,Ftune Wld School,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015547UTP01,Future Children Academy,Education Fees,IND-UTP-Bijnor
EDU015548UTP01,G D Goenka Public School,Education Fees,IND-UTP-Muzaffarnagar
EDU015549UTP01,G D Pubic School,Education Fees,IND-UTP-Aligarh
EDU015550UTP01,G N National Public School,Education Fees,IND-UTP-Gorakhpur
EDU015551UTP01,G S Modern School,Education Fees,IND-UTP-Kanpur Dehat
EDU015552UTP01,G S S Academy,Education Fees,IND-UTP-Muzaffarnagar
EDU015553UTP01,G S S International School,Education Fees,IND-UTP-Varanasi
EDU015554UTP01,G. B. International School,Education Fees,IND-UTP-Ghazipur
EDU015555UTP01,G. B. S. Public School,Education Fees,IND-UTP-Raebareli
EDU015556UTP01,"G. D. Goenka Public School, Agra",Education Fees,IND-UTP-Agra
EDU015557UTP01,"G. D. Goenka Public School, Kanpur",Education Fees,IND-UTP-Kanpur Nagar
EDU015558UTP01,"G.D Goenka Public School,Lucknow",Education Fees,IND-UTP-Lucknow
EDU015559UTP01,G.D. Global School,Education Fees,IND-UTP-Azamgarh
EDU015560UTP01,G.D.Goenka Public School,Education Fees,IND-UTP-Agra
EDU015561UTP01,G.D.Goenka Public School,Education Fees,IND-UTP-Ghaziabad
EDU015562UTP01,G.D.Public School,Education Fees,IND-UTP-Aligarh
EDU015563UTP01,G.K. City Montessori School,Education Fees,IND-UTP-Bareilly
EDU015564UTP01,G.K. Silver Stone Public School,Education Fees,IND-UTP-Agra
EDU015565UTP01,G.L. School,Education Fees,IND-UTP-Agra
EDU015566UTP01,G.M. Academy,Education Fees,IND-UTP-Deoria
EDU015567UTP01,G.R. Convent Junior High School,Education Fees,IND-UTP-Ghaziabad
EDU015568UTP01,G.R. Global Academy,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015569UTP01,G.R.Academy,Education Fees,IND-UTP-Basti
EDU015570UTP01,G.R.Public School,Education Fees,IND-UTP-Ghaziabad
EDU015571UTP01,G.S. Public School,Education Fees,IND-UTP-Agra
EDU015572UTP01,Gagan Public School  - Agra Road,Education Fees,IND-UTP-Aligarh
EDU015573UTP01,Gagan Public School - KHAIR BYE PASS,Education Fees,IND-UTP-Aligarh
EDU015574UTP01,Gagan Public School,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015575UTP01,Gail Dav Public School,Education Fees,IND-UTP-Auraiya
EDU015576UTP01,Galaxy Convent School,Education Fees,IND-UTP-Muzaffarnagar
EDU015577UTP01,Gandhi International Public School,Education Fees,IND-UTP-Meerut
EDU015578UTP01,Gandhi Nagar Public School,Education Fees,IND-UTP-Moradabad
EDU015579UTP01,Ganesh Ram Nagar Saraswati Balika Vidya Mandir,Education Fees,IND-UTP-Agra
EDU015580UTP01,Gardenia Public School,Education Fees,IND-UTP-Kanpur Nagar
EDU015581UTP01,Gargi Girls School,Education Fees,IND-UTP-Meerut
EDU015582UTP01,Gargi Raj Royal Academy,Education Fees,IND-UTP-Lucknow
EDU015583UTP01,Garud Public School,Education Fees,IND-UTP-Shahjahanpur
EDU015584UTP01,"Gateway International School,",Education Fees,IND-UTP-Baghpat
EDU015585UTP01,Gaurav Memorial International School,Education Fees,IND-UTP-Kanpur Nagar
EDU015586UTP01,Gauri Shankar Public School,Education Fees,IND-UTP-Ghazipur
EDU015587UTP01,Gaurs International  School,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015588UTP01,Gautam Public School,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015589UTP01,Gayatri Public School,Education Fees,IND-UTP-Agra
EDU015590UTP01,Gayatri Public School,Education Fees,IND-UTP-Bulandshahr
EDU015591UTP01,Gd Goenka Public School,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015592UTP01,Gd Goenka Public School,Education Fees,IND-UTP-Ghaziabad
EDU015593UTP01,Gd Goenka Public School Gorakhpur,Education Fees,IND-UTP-Gorakhpur
EDU015594UTP01,Geeta International Public School,Education Fees,IND-UTP-Deoria
EDU015595UTP01,Geeta Sanjay Memorial Pub School,Education Fees,IND-UTP-Ghaziabad
EDU015596UTP01,Geetagyan Sanskar Academy,Education Fees,IND-UTP-Saharanpur
EDU015597UTP01,Genesis Global School,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015598UTP01,Genius Public Inter College,Education Fees,IND-UTP-Allahabad
EDU015599UTP01,Genius Public School,Education Fees,IND-UTP-Bulandshahr
EDU015600UTP01,Genius Public School,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015601UTP01,Georgions Academy,Education Fees,IND-UTP-Firozabad
EDU015602UTP01,Ghanshyam Das Tandon Saraswati Vidya Mandir,Education Fees,IND-UTP-Jyotiba Phule Nagar
EDU015603UTP01,Ghayasiban Public College,Education Fees,IND-UTP-Lucknow
EDU015604UTP01,Ghazi Learners Academy,Education Fees,IND-UTP-Sultanpur
EDU015605UTP01,Ghaziabad Public School,Education Fees,IND-UTP-Ghaziabad
EDU015606UTP01,Giriga Devi Memorial Childrens Academy,Education Fees,IND-UTP-Varanasi
EDU015607UTP01,Girish Prasad Memorial College,Education Fees,IND-UTP-Bareilly
EDU015608UTP01,Girls' High School & College,Education Fees,IND-UTP-Allahabad
EDU015609UTP01,Glabal Indian International School,Education Fees,IND-UTP-Gautam Buddha Nagar
EDU015610UTP01,Glenhill School,Education Fees,IND-UTP-Varanasi
EDU015611UTP01,Glmd International School Kotla Firozabad,Education Fees,IND-UTP-Firozabad
EDU015612UTP01,Global Agra Convent  School,Education Fees,IND-UTP-Agra
EDU015613UTP01,Global Convent School,Education Fees,IND-UTP-Kheri
EDU015614UTP01,Global International School,Education Fees,IND-UTP-Moradabad
EDU015615UTP01,Global Public School,Education Fees,IND-UTP-Jyotiba Phule Nagar
EDU015616UTP01,Global Public School,Education Fees,IND-UTP-Muzaffarnagar
EDU015617UTP01,Global Public School,Education Fees,IND-UTP-Saharanpur
EDU015618UTP01,Global School Of Learning,Education Fees,IND-UTP-Bahraich
EDU015619UTP01,Global Wisdom School Of Education,Education Fees,IND-UTP-Ambedkar Nagar
EDU015620UTP01,Glocal School,Education Fees,IND-UTP-Saharanpur
EDU015621UTP01,Glorious Academy,Education Fees,IND-UTP-Varanasi
EDU015622UTP01,Glorious Public School,Education Fees,IND-UTP-Ghazipur
EDU015623UTP01,Glory Modern School,Education Fees,IND-UTP-Hathras
